TEXT	LEMMA	POS
pessoa	pessoa	NOUN
fisica	fisica	ADJ
entidade	entidade	NOUN
privada	privado	ADJ
razao	razao	NOUN
vinculo	vinculo	NOUN
publico	publico	ADJ
executar	executar	VERB
atividades	atividade	NOUN
tratamento	tratamento	NOUN
informacoes	informacoe	NOUN
sigilosas	sigiloso	ADJ
adotara	adotar	VERB
providencias	providencia	NOUN
necessarias	necessario	ADJ
empregados	empregado	NOUN
prepostos	preposto	NOUN
representantes	representante	NOUN
observem	observar	VERB
medidas	medida	NOUN
procedimentos	procedimento	NOUN
seguranca	seguranca	NOUN
informacoes	informacoe	NOUN
resultantes	resultante	ADJ
aplicacao	aplicacao	NOUN
Lei	Lei	NOUN
Secao	Secao	PROPN
IV	IV	PROPN
Procedimentos	procedimento	NOUN
Classificacao	Classificacao	PROPN
Reclassificacao	Reclassificacao	PROPN
Desclassificacao	Desclassificacao	PROPN
ARTIGO_27	ARTIGO_27	PROPN
Art.	Art.	PROPN
27	27	NUM
classificacao	classificacao	NOUN
sigilo	sigilo	NOUN
informacoes	informacoe	NOUN
ambito	ambito	NOUN
administracao	administracao	NOUN
publica	publicar	VERB
federal	federal	ADJ
competencia	competencia	NOUN
Regulamento	Regulamento	NOUN
I	I	PROPN
grau	grau	NOUN
ultrassecreto	ultrassecreto	NOUN
seguintes	seguinte	ADJ
autoridades	autoridade	NOUN
Presidente	presidente	NOUN
Republica	Republica	PROPN
b	b	PROPN
Vice-Presidente	Vice-Presidente	PROPN
Republica	Republica	PROPN
c	c	PROPN
Ministros	Ministros	NOUN
autoridades	autoridade	NOUN
mesmas	mesmo	ADJ
prerrogativas	prerrogativa	NOUN
d	d	ADP
Comandantes	comandante	NOUN
Marinha	Marinha	PROPN
Exercito	Exercito	PROPN
Aeronautica	Aeronautica	PROPN
Chefes	Chefes	PROPN
Missoes	Missoes	PROPN
Diplomaticas	Diplomaticas	PROPN
Consulares	Consulares	PROPN
permanentes	permanente	ADJ
exterior	exterior	NOUN
II	II	ADJ
grau	grau	NOUN
secreto	secreto	NOUN
autoridades	autoridade	NOUN
referidas	referir	VERB
inciso	inciso	NOUN
I	I	PROPN
titulares	titular	NOUN
autarquias	autarquia	NOUN
fundacoes	fundacoes	PROPN
empresas	empresa	NOUN
publicas	publico	ADJ
sociedades	sociedade	NOUN
economia	economia	NOUN
mista	misturar	VERB
III	III	PROPN
grau	grau	NOUN
reservado	reservado	VERB
autoridades	autoridade	NOUN
referidas	referir	VERB
incisos	inciso	NOUN
I	I	ADJ
II	II	ADJ
exercam	exercar	VERB
funcoes	funcoes	NOUN
direcao	direcao	NOUN
comando	comando	NOUN
chefia	chefia	NOUN
nivel	nivel	NOUN
101.5	101.5	NUM
superior	superior	ADJ
Grupo-Direcao	Grupo-Direcao	PROPN
Assessoramento	Assessoramento	PROPN
Superiores	Superiores	PROPN
hierarquia	hierarquia	NOUN
equivalente	equivalente	ADJ
acordo	acordo	NOUN
regulamentacao	regulamentacao	NOUN
especifica	especificar	VERB
orgao	orgao	NOUN
entidade	entidade	NOUN
observado	observar	VERB
disposto	disposto	NOUN
Lei	Lei	NOUN
SS	SS	PROPN
1o	1o	PROPN
competencia	competencia	NOUN
prevista	prever	VERB
incisos	inciso	NOUN
I	I	ADJ
II	II	ADJ
refere	referir	VERB
classificacao	classificacao	NOUN
ultrassecreta	ultrassecreta	NOUN
secreta	secreto	ADJ
podera	poderar	VERB
delegada	delegar	VERB
autoridade	autoridade	NOUN
responsavel	responsavel	ADJ
agente	agente	NOUN
publico	publico	ADJ
missao	missao	NOUN
exterior	exterior	NOUN
vedada	vedar	VERB
subdelegacao	subdelegacao	NOUN
SS	SS	PROPN
2o	2o	PROPN
classificacao	classificacao	NOUN
informacao	informacao	NOUN
grau	grau	NOUN
sigilo	sigilo	NOUN
ultrassecreto	ultrassecreto	NOUN
autoridades	autoridade	NOUN
previstas	prever	VERB
alineas	alinea	NOUN
d	d	ADP
inciso	inciso	NOUN
I	I	PROPN
devera	deverar	VERB
ratificada	ratificar	VERB
respectivos	respectivo	ADJ
Ministros	Ministros	NOUN
prazo	prazo	NOUN
previsto	prever	VERB
regulamento	regulamento	NOUN
SS	SS	PROPN
3o	3o	PROPN
autoridade	autoridade	NOUN
outro	outro	DET
agente	agente	NOUN
publico	publico	ADJ
classificar	classificar	VERB
informacao	informacao	NOUN
ultrassecreta	ultrassecreta	NOUN
devera	devero	ADJ
encaminhar	encaminhar	VERB
decisao	decisao	NOUN
trata	tratar	VERB
art.	art.	NOUN
28	28	NUM
Comissao	Comissao	PROPN
Mista	Mista	PROPN
Reavaliacao	Reavaliacao	PROPN
Informacoes	Informacoes	PROPN
refere	referir	VERB
art.	art.	NOUN
35	35	NUM
prazo	prazo	NOUN
previsto	prever	VERB
regulamento	regulamento	NOUN
ARTIGO_28	ARTIGO_28	PROPN
Art.	Art.	PROPN
28	28	NUM
classificacao	classificacao	NOUN
informacao	informacao	NOUN
grau	grau	NOUN
sigilo	sigilo	NOUN
devera	deverar	ADJ
formalizada	formalizar	VERB
decisao	decisao	NOUN
contera	contera	PROPN
minimo	minimo	NOUN
seguintes	seguinte	ADJ
elementos	elemento	NOUN
I	I	PROPN
assunto	assunto	NOUN
versa	versar	VERB
informacao	informacao	NOUN
II	ii	ADJ
fundamento	fundamento	NOUN
classificacao	classificacao	NOUN
observados	observar	VERB
criterios	criterio	NOUN
estabelecidos	estabelecer	VERB
art.	art.	NOUN
24	24	NUM
III	III	PROPN
indicacao	indicacao	NOUN
prazo	prazo	NOUN
sigilo	sigilo	NOUN
contado	contar	VERB
anos	ano	NOUN
dias	dia	NOUN
evento	evento	NOUN
defina	definer	VERB
termo	termo	NOUN
conforme	conforme	ADP
limites	limite	NOUN
previstos	prever	VERB
art.	art.	NOUN
24	24	NUM
IV	IV	PROPN
identificacao	identificacao	NOUN
autoridade	autoridade	NOUN
classificou	classificar	VERB
Paragrafo	paragrafo	NOUN
unico	unico	ADJ
decisao	decisao	NOUN
referida	referir	VERB
caput	caput	NOUN
sera	sera	NOUN
mantida	mantir	VERB
grau	grau	NOUN
sigilo	sigilo	NOUN
informacao	informacao	NOUN
classificada	classificar	VERB
ARTIGO_29	ARTIGO_29	PROPN
Art.	Art.	PROPN
29	29	NUM
classificacao	classificacao	NOUN
informacoes	informacoe	NOUN
sera	sera	AUX
reavaliada	reavaliar	VERB
autoridade	autoridade	NOUN
classificadora	classificador	ADJ
autoridade	autoridade	NOUN
hierarquicamente	hierarquicamente	ADV
superior	alto	ADJ
mediante	mediante	ADP
provocacao	provocacao	NOUN
oficio	oficio	NOUN
termos	termo	NOUN
prazos	prazo	NOUN
previstos	prever	VERB
regulamento	regulamento	NOUN
vistas	vista	NOUN
desclassificacao	desclassificacao	NOUN
reducao	reducao	NOUN
prazo	prazo	NOUN
sigilo	sigilo	NOUN
observado	observar	VERB
disposto	disposto	NOUN
art.	art.	NOUN
24	24	NUM
Regulamento	Regulamento	NOUN
SS	SS	PROPN
1o	1o	PROPN
regulamento	regulamento	NOUN
refere	referir	VERB
caput	caput	NOUN
devera	deverar	VERB
considerar	considerar	VERB
peculiaridades	peculiaridade	NOUN
informacoes	informacoe	NOUN
produzidas	produzir	VERB
exterior	exterior	NOUN
autoridades	autoridade	NOUN
agentes	agente	NOUN
publicos	publico	ADJ
SS	SS	PROPN
2o	2o	ADJ
reavaliacao	reavaliacao	NOUN
refere	referir	VERB
caput	caput	NOUN
deverao	deverao	VERB
examinadas	examinar	VERB
permanencia	permanencia	NOUN
motivos	motivo	NOUN
sigilo	sigilo	NOUN
possibilidade	possibilidade	NOUN
danos	dano	NOUN
decorrentes	decorrente	ADJ
acesso	acesso	NOUN
divulgacao	divulgacao	NOUN
informacao	informacao	NOUN
SS	SS	PROPN
3o	3o	ADJ
hipotese	hipotese	NOUN
reducao	reducao	NOUN
prazo	prazo	NOUN
sigilo	sigilo	NOUN
informacao	informacao	NOUN
prazo	prazo	NOUN
restricao	restricao	NOUN
mantera	manterar	VERB
termo	termo	NOUN
inicial	inicial	ADJ
data	data	NOUN
producao	producao	NOUN
ARTIGO_30	ARTIGO_30	PROPN
Art.	Art.	PROPN
30	30	NUM
autoridade	autoridade	NOUN
maxima	maximo	ADJ
orgao	orgao	NOUN
entidade	entidade	NOUN
publicara	publicar	VERB
anualmente	anualmente	ADV
sitio	sitio	NOUN
disposicao	disposicao	NOUN
internet	Internet	PROPN
destinado	destinar	VERB
veiculacao	veiculacao	NOUN
dados	dado	NOUN
informacoes	informacoe	NOUN
administrativas	administrativo	ADJ
termos	termos	NOUN
regulamento	regulamento	NOUN
I	I	PROPN
rol	rol	NOUN
informacoes	informacoe	NOUN
tenham	ter	AUX
sido	ser	AUX
desclassificadas	desclassificar	VERB
ultimos	ultimo	ADJ
12	12	NUM
II	II	ADJ
rol	rol	NOUN
documentos	documento	NOUN
classificados	classificar	VERB
grau	grau	NOUN
sigilo	sigilo	NOUN
identificacao	identificacao	NOUN
referencia	referencia	NOUN
futura	futuro	ADJ
III	III	PROPN
relatorio	relatorio	NOUN
estatistico	estatistico	ADJ
contendo	conter	VERB
quantidade	quantidade	NOUN
pedidos	pedido	NOUN
informacao	informacao	NOUN
recebidos	recebir	VERB
atendidos	atendir	VERB
indeferidos	indeferir	VERB
informacoes	informacoe	NOUN
genericas	generico	ADJ
solicitantes	solicitante	NOUN
SS	SS	PROPN
1o	1o	PROPN
orgaos	orgaos	NOUN
entidades	entidade	NOUN
deverao	deverao	VERB
manter	manter	VERB
exemplar	exemplar	NOUN
publicacao	publicacao	NOUN
prevista	prever	VERB
caput	caput	NOUN
consulta	consulta	NOUN
publica	publicar	VERB
sedes	sede	NOUN
SS	SS	PROPN
2o	2o	PROPN
orgaos	orgaos	NOUN
entidades	entidade	NOUN
manterao	manterao	PROPN
extrato	extrato	ADJ
lista	lista	NOUN
informacoes	informacoe	NOUN
classificadas	classificar	VERB
acompanhadas	acompanhar	VERB
data	data	NOUN
grau	grau	NOUN
sigilo	sigilo	NOUN
fundamentos	fundamento	NOUN
classificacao	classificacao	NOUN
Secao	Secao	PROPN
V	V	PROPN
Informacoes	Informacoes	PROPN
Pessoais	Pessoais	PROPN
ARTIGO_31	ARTIGO_31	PROPN
Art.	Art.	PROPN
31	31	NUM
tratamento	tratamento	NOUN
informacoes	informacoe	NOUN
pessoais	pessoal	ADJ
feito	fazer	VERB
transparente	transparente	ADJ
respeito	respeito	NOUN
intimidade	intimidade	NOUN
vida	vida	NOUN
privada	privado	ADJ
honra	honra	NOUN
imagem	imagem	NOUN
pessoas	pessoa	NOUN
liberdades	liberdade	NOUN
garantias	garantia	NOUN
individuais	individual	ADJ
SS	SS	PROPN
1o	1o	NUM
informacoes	informacoe	NOUN
pessoais	pessoal	ADJ
refere	referir	VERB
artigo	artigo	NOUN
relativas	relativo	ADJ
intimidade	intimidade	NOUN
vida	vida	NOUN
privada	privado	ADJ
honra	honra	NOUN
imagem	imagem	NOUN
I	I	PROPN
terao	terao	VERB
acesso	acesso	NOUN
restrito	restrito	ADJ
independentemente	independentemente	ADV
classificacao	classificacao	NOUN
sigilo	sigilo	NOUN
prazo	prazo	NOUN
maximo	maximo	ADJ
100	100	NUM
cem	cem	NUM
anos	ano	NOUN
contar	contar	VERB
data	data	NOUN
producao	producao	NOUN
agentes	agente	NOUN
publicos	publico	ADJ
legalmente	legalmente	ADV
autorizados	autorizar	VERB
pessoa	pessoa	NOUN
referirem	referir	VERB
II	II	ADJ
poderao	poderao	VERB
autorizada	autorizar	VERB
divulgacao	divulgacao	NOUN
acesso	acesso	NOUN
terceiros	terceiro	NOUN
previsao	previsao	NOUN
legal	legal	ADJ
consentimento	consentimento	NOUN
expresso	expresso	ADJ
pessoa	pessoa	NOUN
referirem	referir	VERB
SS	SS	PROPN
2o	2o	PROPN
obtiver	obtiver	VERB
acesso	acesso	NOUN
informacoes	informacoe	NOUN
trata	tratar	VERB
artigo	artigo	NOUN
sera	sera	AUX
responsabilizado	responsabilizar	VERB
uso	uso	NOUN
indevido	indevido	ADJ
SS	SS	PROPN
3o	3o	PROPN
consentimento	consentimento	NOUN
referido	referir	VERB
inciso	inciso	NOUN
II	ii	ADJ
SS	SS	PROPN
1o	1o	PROPN
nao	nao	PROPN
sera	sera	AUX
exigido	exigir	VERB
informacoes	informacoe	NOUN
forem	ser	AUX
necessarias	necessaria	ADJ
I	I	PROPN
prevencao	prevencao	NOUN
diagnostico	diagnostico	ADJ
medico	medico	NOUN
pessoa	pessoa	NOUN
estiver	estar	AUX
fisica	fisico	ADJ
legalmente	legalmente	ADV
incapaz	incapaz	ADJ
utilizacao	utilizacao	NOUN
unica	unico	ADJ
exclusivamente	exclusivamente	ADV
tratamento	tratamento	NOUN
medico	medico	ADJ
II	II	ADJ
realizacao	realizacao	NOUN
estatisticas	estatistica	NOUN
pesquisas	pesquisa	NOUN
cientificas	cientifico	ADJ
evidente	evidente	ADJ
interesse	interesse	NOUN
publico	publico	ADJ
previstos	prever	VERB
lei	lei	NOUN
sendo	ser	AUX
vedada	vedar	VERB
identificacao	identificacao	NOUN
pessoa	pessoa	NOUN
informacoes	informacoe	NOUN
referirem	referir	VERB
III	III	PROPN
cumprimento	cumprimento	NOUN
ordem	ordem	NOUN
judicial	judicial	ADJ
IV	IV	PROPN
defesa	defesa	NOUN
direitos	direito	NOUN
humanos	humano	ADJ
V	V	PROPN
protecao	protecao	NOUN
interesse	interesse	NOUN
publico	publico	ADJ
preponderante	preponderante	ADJ
SS	SS	PROPN
4o	4o	ADJ
restricao	restricao	NOUN
acesso	acesso	NOUN
informacao	informacao	NOUN
relativa	relativo	ADJ
vida	vida	NOUN
privada	privado	ADJ
honra	honra	NOUN
imagem	imagem	NOUN
pessoa	pessoa	NOUN
nao	nao	ADV
podera	poderar	VERB
invocada	invocar	VERB
intuito	intuito	NOUN
prejudicar	prejudicar	VERB
processo	processo	NOUN
apuracao	apuracao	NOUN
irregularidades	irregularidade	NOUN
titular	titular	NOUN
informacoes	informacoe	NOUN
estiver	estar	AUX
envolvido	envolvido	ADJ
acoes	acoe	NOUN
voltadas	voltar	VERB
recuperacao	recuperacao	NOUN
fatos	fato	NOUN
historicos	historico	ADJ
relevancia	relevancia	NOUN
SS	SS	PROPN
5o	5o	PROPN
Regulamento	regulamento	NOUN
dispora	dispor	ADJ
procedimentos	procedimento	NOUN
tratamento	tratamento	NOUN
informacao	informacao	NOUN
pessoal	pessoal	ADJ
CAPITULO	CAPITULO	PROPN
V	V	ADJ
RESPONSABILIDADES	RESPONSABILIDADES	PROPN
ARTIGO_32	ARTIGO_32	PROPN
Art.	Art.	PROPN
32	32	NUM
Constituem	constituer	VERB
condutas	conduta	NOUN
ilicitas	ilicito	ADJ
ensejam	ensejar	VERB
responsabilidade	responsabilidade	NOUN
agente	agente	NOUN
publico	publico	ADJ
militar	militar	ADJ
I	I	PROPN
recusar-se	recusar se	VERB
fornecer	fornecer	VERB
informacao	informacao	NOUN
requerida	requerir	VERB
termos	termo	NOUN
Lei	Lei	NOUN
retardar	retardar	VERB
deliberadamente	deliberadamente	ADV
fornecimento	fornecimento	NOUN
fornece-la	fornece-la	VERB
intencionalmente	intencionalmente	ADV
incorreta	incorreto	ADJ
incompleta	incompleto	ADJ
imprecisa	impreciso	ADJ
II	II	ADJ
utilizar	utilizar	VERB
indevidamente	indevidamente	ADV
subtrair	subtrair	VERB
destruir	destruir	VERB
inutilizar	inutilizar	VERB
desfigurar	desfigurar	VERB
alterar	alterar	VERB
ocultar	ocultar	VERB
total	total	ADJ
parcialmente	parcialmente	ADV
informacao	informacao	NOUN
encontre	encontrar	VERB
guarda	guarda	NOUN
tenha	ter	VERB
acesso	acesso	NOUN
conhecimento	conhecimento	NOUN
razao	razao	NOUN
exercicio	exercicio	NOUN
atribuicoes	atribuicoes	NOUN
cargo	cargo	NOUN
emprego	emprego	NOUN
funcao	funcao	NOUN
publica	publicar	VERB
III	III	PROPN
agir	agir	VERB
dolo	dolo	NOUN
ma-fe	ma-fe	PROPN
analise	analise	NOUN
solicitacoes	Solicitacoes	NOUN
acesso	acesso	NOUN
informacao	informacao	NOUN
IV	IV	PROPN
divulgar	divulgar	VERB
permitir	permitir	VERB
divulgacao	divulgacao	NOUN
acessar	acessar	VERB
permitir	permitir	VERB
acesso	acesso	NOUN
indevido	indevido	ADJ
informacao	informacao	NOUN
sigilosa	sigiloso	ADJ
informacao	informacao	NOUN
pessoal	pessoal	ADJ
V	V	NOUN
impor	impor	VERB
sigilo	sigilo	NOUN
informacao	informacao	NOUN
obter	obter	VERB
proveito	proveito	NOUN
pessoal	pessoal	ADJ
fins	fim	NOUN
ocultacao	ocultacao	NOUN
ato	ato	NOUN
ilegal	ilegal	ADJ
cometido	cometer	VERB
si	si	PRON
outrem	outrem	NOUN
VI	VI	ADJ
ocultar	ocultar	VERB
revisao	revisao	NOUN
autoridade	autoridade	NOUN
superior	superior	ADJ
competente	competente	ADJ
informacao	informacao	NOUN
sigilosa	sigiloso	ADJ
beneficiar	beneficiar	VERB
si	se	PRON
outrem	outrem	NOUN
prejuizo	prejuizo	NOUN
terceiros	terceiro	NOUN
VII	VII	ADJ
destruir	destruir	VERB
subtrair	subtrair	VERB
documentos	documento	NOUN
concernentes	concernente	ADJ
possiveis	possivel	NOUN
violacoes	violacoes	NOUN
direitos	direito	NOUN
humanos	humano	ADJ
agentes	agente	NOUN
SS	SS	PROPN
1o	1o	PROPN
Atendido	atendir	VERB
principio	principio	NOUN
contraditorio	contraditorio	NOUN
ampla	amplo	ADJ
defesa	defesa	NOUN
devido	devido	ADJ
processo	processo	NOUN
legal	legal	ADJ
condutas	conduta	NOUN
descritas	descritas	VERB
caput	caput	ADJ
serao	serao	NOUN
consideradas	considerar	VERB
I	I	PROPN
fins	fim	NOUN
regulamentos	regulamento	NOUN
disciplinares	disciplinar	ADJ
Forcas	Forcas	PROPN
Armadas	Armadas	PROPN
transgressoes	transgressoes	VERB
militares	militar	ADJ
medias	media	NOUN
graves	grave	ADJ
criterios	criterio	NOUN
neles	em ele	PRON
estabelecidos	estabelecir	VERB
nao	nao	NOUN
tipificadas	tipificar	VERB
lei	lei	NOUN
crime	crime	NOUN
contravencao	contravencao	NOUN
penal	penal	ADJ
II	II	PROPN
fins	fim	NOUN
disposto	disposto	NOUN
Lei	Lei	PROPN
8.112	8.112	NUM
11	11	NUM
dezembro	dezembro	NOUN
1990	1990	NUM
alteracoes	alteracoe	NOUN
infracoes	infracoes	NOUN
administrativas	administrativo	ADJ
deverao	deverao	VERB
apenadas	apenar	VERB
minimo	minimo	NOUN
suspensao	suspensao	NOUN
criterios	criterio	NOUN
nela	em ela	PRON
estabelecidos	estabelecir	VERB
SS	SS	PROPN
2o	2o	PROPN
condutas	conduta	NOUN
descritas	descritas	VERB
caput	caput	NOUN
podera	poderar	VERB
militar	militar	NOUN
agente	agente	NOUN
publico	publico	ADJ
responder	responder	VERB
tambem	tambem	PROPN
improbidade	improbidade	NOUN
administrativa	administrativo	ADJ
conforme	conforme	ADV
disposto	disposto	NOUN
Leis	Leis	NOUN
1.079	1.079	NUM
10	10	NUM
abril	abril	NOUN
1950	1950	NUM
8.429	8.429	NUM
2	2	NUM
junho	junho	NOUN
1992	1992	NUM
ARTIGO_33	ARTIGO_33	PROPN
Art.	Art.	PROPN
33	33	NUM
pessoa	pessoa	NOUN
fisica	fisica	ADJ
entidade	entidade	NOUN
privada	privado	ADJ
detiver	detiver	VERB
informacoes	informacoes	NOUN
virtude	virtude	NOUN
vinculo	vinculo	NOUN
natureza	natureza	NOUN
publico	publico	ADJ
deixar	deixar	VERB
observar	observar	VERB
disposto	disposto	NOUN
Lei	Lei	NOUN
estara	estara	AUX
sujeita	sujeito	ADJ
seguintes	seguinte	ADJ
sancoes	sancoes	NOUN
I	I	PROPN
advertencia	advertencia	NOUN
II	II	ADJ
multa	multa	NOUN
III	III	PROPN
rescisao	rescisao	NOUN
vinculo	vinculo	NOUN
publico	publico	ADJ
IV	IV	PROPN
suspensao	suspensao	NOUN
temporaria	temporaria	ADJ
participar	participar	VERB
licitacao	licitacao	NOUN
impedimento	impedimento	NOUN
contratar	contratar	VERB
administracao	administracao	NOUN
publica	publicar	VERB
prazo	prazo	NOUN
nao	nao	ADV
superior	alto	ADJ
2	2	NUM
anos	ano	NOUN
V	V	PROPN
declaracao	declaracao	NOUN
inidoneidade	inidoneidade	NOUN
licitar	licitar	VERB
contratar	contratar	VERB
administracao	administracao	NOUN
publica	publicar	VERB
ate	ate	PROPN
seja	ser	AUX
promovida	promovir	VERB
reabilitacao	reabilitacao	NOUN
perante	perante	ADP
propria	proprio	ADJ
autoridade	autoridade	NOUN
aplicou	aplicar	VERB
penalidade	penalidade	NOUN
SS	SS	PROPN
1o	1o	NUM
sancoes	sancoes	NOUN
previstas	prever	VERB
incisos	inciso	NOUN
I	I	ADJ
III	III	PROPN
IV	IV	PROPN
poderao	poderao	VERB
aplicadas	aplicar	VERB
juntamente	juntamente	ADV
inciso	inciso	NOUN
II	ii	ADJ
assegurado	assegurar	VERB
direito	direito	NOUN
defesa	defesa	NOUN
interessado	interessado	NOUN
respectivo	respectivo	ADJ
processo	processo	NOUN
prazo	prazo	NOUN
10	10	NUM
dias	dia	NOUN
SS	SS	PROPN
2o	2o	PROPN
reabilitacao	reabilitacao	NOUN
referida	referir	VERB
inciso	inciso	NOUN
V	V	PROPN
sera	sera	AUX
autorizada	autorizar	VERB
interessado	interessado	NOUN
efetivar	efetivar	VERB
ressarcimento	ressarcimento	NOUN
orgao	orgao	NOUN
entidade	entidade	NOUN
prejuizos	prejuizos	NOUN
resultantes	resultante	ADJ
apos	apo	NOUN
decorrido	decorrer	VERB
prazo	prazo	NOUN
sancao	sancao	NOUN
aplicada	aplicar	VERB
base	base	NOUN
inciso	inciso	NOUN
IV	IV	ADJ
SS	SS	PROPN
3o	3o	PROPN
aplicacao	aplicacao	NOUN
sancao	sancao	NOUN
prevista	prever	VERB
inciso	inciso	NOUN
V	V	PROPN
competencia	competencia	NOUN
exclusiva	exclusivo	ADJ
autoridade	autoridade	NOUN
maxima	maximo	ADJ
orgao	orgao	NOUN
entidade	entidade	NOUN
publica	publicar	VERB
facultada	facultar	VERB
defesa	defesa	NOUN
interessado	interessado	NOUN
respectivo	respectivo	ADJ
processo	processo	NOUN
prazo	prazo	NOUN
10	10	NUM
dias	dia	NOUN
abertura	abertura	NOUN
vista	vista	NOUN
ARTIGO_34	ARTIGO_34	PROPN
Art.	Art.	PROPN
34	34	NUM
orgaos	orgao	NOUN
entidades	entidade	NOUN
publicas	publico	ADJ
respondem	responder	VERB
diretamente	diretamente	ADV
danos	dano	NOUN
causados	causar	VERB
decorrencia	decorrencia	NOUN
divulgacao	divulgacao	NOUN
nao	nao	PRON
autorizada	autorizar	VERB
utilizacao	utilizacao	NOUN
indevida	indevido	ADJ
informacoes	informacoe	NOUN
sigilosas	sigiloso	ADJ
informacoes	informacoe	NOUN
pessoais	pessoal	ADJ
cabendo	caber	VERB
apuracao	apuracao	NOUN
responsabilidade	responsabilidade	NOUN
funcional	funcional	ADJ
casos	caso	NOUN
dolo	dolo	NOUN
culpa	culpa	NOUN
assegurado	assegurar	VERB
respectivo	respectivo	ADJ
direito	direito	NOUN
regresso	regresso	NOUN
Paragrafo	paragrafo	NOUN
unico	unico	ADJ
disposto	disposto	NOUN
artigo	artigo	NOUN
aplica-se	aplicar se	VERB
pessoa	pessoa	NOUN
fisica	fisico	ADJ
entidade	entidade	NOUN
privada	privado	ADJ
virtude	virtude	NOUN
vinculo	vinculo	NOUN
natureza	natureza	NOUN
orgaos	orgao	NOUN
entidades	entidade	NOUN
tenha	ter	VERB
acesso	acesso	NOUN
informacao	informacao	NOUN
sigilosa	sigiloso	ADJ
pessoal	pessoal	NOUN
submeta	submeta	VERB
tratamento	tratamento	NOUN
indevido	indever	ADJ
CAPITULO	CAPITULO	PROPN
VI	VI	ADJ
DISPOSICOES	DISPOSICOES	PROPN
FINAIS	FINAIS	ADJ
TRANSITORIAS	TRANSITORIAS	PROPN
ARTIGO_35	ARTIGO_35	PROPN
Art.	Art.	PROPN
35	35	NUM
VETADO	VETADO	NOUN
SS	SS	PROPN
1o	1o	ADJ
instituida	instituir	VERB
Comissao	Comissao	PROPN
Mista	Mista	PROPN
Reavaliacao	Reavaliacao	PROPN
Informacoes	Informacoes	PROPN
decidira	decidir	VERB
ambito	ambito	NOUN
administracao	administracao	NOUN
publica	publicar	VERB
federal	federal	ADJ
tratamento	tratamento	NOUN
classificacao	classificacao	NOUN
informacoes	informacoe	NOUN
sigilosas	sigiloso	ADJ
tera	terar	VERB
competencia	competencia	NOUN
I	I	PROPN
requisitar	requisitar	VERB
autoridade	autoridade	NOUN
classificar	classificar	VERB
informacao	informacao	NOUN
ultrassecreta	ultrassecreta	NOUN
secreta	secreto	ADJ
esclarecimento	esclarecimento	NOUN
conteudo	conteudo	NOUN
parcial	parcial	ADJ
integral	integral	ADJ
informacao	informacao	NOUN
II	II	ADJ
rever	rever	VERB
classificacao	classificacao	NOUN
informacoes	informacoe	NOUN
ultrassecretas	ultrassecreto	ADJ
secretas	secreto	ADJ
oficio	oficio	NOUN
mediante	mediante	ADP
provocacao	provocacao	NOUN
pessoa	pessoa	NOUN
interessada	interessado	ADJ
observado	observar	VERB
disposto	disposto	NOUN
art.	art.	NOUN
7o	7o	ADJ
dispositivos	dispositivo	NOUN
Lei	Lei	NOUN
III	III	PROPN
prorrogar	prorrogar	VERB
prazo	prazo	NOUN
sigilo	sigilo	NOUN
informacao	informacao	NOUN
classificada	classificar	VERB
ultrassecreta	ultrassecreta	NOUN
prazo	prazo	NOUN
determinado	determinar	VERB
acesso	acesso	NOUN
divulgacao	divulgacao	NOUN
puder	puder	VERB
ocasionar	ocasionar	VERB
ameaca	ameaca	NOUN
externa	externo	ADJ
soberania	soberania	NOUN
nacional	nacional	ADJ
integridade	integridade	NOUN
territorio	territorio	NOUN
nacional	nacional	ADJ
grave	grave	ADJ
risco	risco	NOUN
relacoes	relacoe	NOUN
internacionais	internacional	ADJ
Pais	Pais	PROPN
observado	observar	VERB
prazo	prazo	NOUN
previsto	prever	VERB
SS	SS	PROPN
1o	1o	PROPN
art.	art.	NOUN
24	24	NUM
SS	SS	PROPN
2o	2o	PROPN
prazo	prazo	NOUN
referido	referir	VERB
inciso	inciso	NOUN
III	III	ADJ
limitado	limitar	VERB
unica	unico	ADJ
renovacao	renovacao	NOUN
SS	SS	PROPN
3o	3o	PROPN
revisao	revisao	NOUN
oficio	oficio	NOUN
refere	referir	VERB
inciso	inciso	NOUN
II	ii	ADJ
SS	SS	PROPN
1o	1o	PROPN
devera	deverar	ADJ
ocorrer	ocorrer	VERB
maximo	maximo	NOUN
4	4	NUM
anos	ano	NOUN
apos	apo	NOUN
reavaliacao	reavaliacao	NOUN
prevista	prever	VERB
art.	art.	NOUN
39	39	NUM
tratar	tratar	VERB
documentos	documento	NOUN
ultrassecretos	ultrassecreto	ADJ
secretos	secreto	ADJ
SS	SS	PROPN
4o	4o	ADJ
nao	nao	NOUN
deliberacao	deliberacao	ADJ
revisao	revisao	NOUN
Comissao	Comissao	PROPN
Mista	Mista	PROPN
Reavaliacao	Reavaliacao	PROPN
Informacoes	Informacoes	PROPN
prazos	prazo	NOUN
previstos	prever	VERB
SS	SS	PROPN
3o	3o	PROPN
implicara	implicarar	VERB
desclassificacao	desclassificacao	NOUN
automatica	automatico	NOUN
informacoes	informacoe	NOUN
SS	SS	PROPN
5o	5o	PROPN
Regulamento	regulamento	NOUN
dispora	dispor	ADJ
composicao	composicao	NOUN
organizacao	organizacao	NOUN
funcionamento	funcionamento	NOUN
Comissao	Comissao	PROPN
